date,variable,Western area rural,Tonkolili,Police traning School,Kenema,Western area,Bo EMC,Western area urban,34 Military Hospital,Port Loko,Bo,Pujehun,Kambia,Koinadugu,Kailahun,Moyamba,Bombali,Kono,National,Kenema (IFRC),Bonthe,Police training School
2014-08-21,etc_cum_discharges,,,,69,,,,,,,,,,167,,,,,,,
2014-08-21,cum_contacts,52,19,,1564,,,515,,636,348,84,12,0,1162,132,293,53,4896,,26,
2014-08-21,cum_completed_contacts,0,11,,495,,,133,,47,131,56,0,0,904,17,43,38,1901,,26,
2014-08-21,contacts_followed,52,8,,1069,,,382,,595,217,27,12,0,284,115,250,15,3026,,0,
2014-08-21,new_contacts,11,0,,23,,,16,,0,0,13,0,0,4,1,25,0,93,,0,
2014-08-21,contacts_healthy,52,8,,437,,,382,,595,213,27,0,0,282,15,247,15,2273,,0,
2014-08-21,contacts_ill,0,0,,3,,,0,,0,1,0,0,0,2,0,1,0,7,,0,
2014-08-21,contacts_not_seen,0,0,,35,,,0,,41,3,0,0,0,0,0,2,0,81,,0,
2014-08-21,new_completed_contacts,0,0,,35,,,0,,41,3,0,0,0,0,0,2,0,81,,0,
2014-08-21,percent_seen,100%,100%,,41%,,,100%,,100%,98%,100%,NA,NA,100%,100%,99%,100%,75%,,NA,
2014-08-22,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-22,new_noncase,0,0,,19,,,3,,1,0,0,0,0,1,1,1,1,27,,0,
2014-08-22,new_suspected,0,0,,1,,,0,,0,0,0,0,0,0,0,0,0,1,,0,
2014-08-22,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-22,new_confirmed,5,2,,12,,,4,,13,6,1,0,0,6,1,6,0,56,,0,
2014-08-22,cum_noncase,12,12,,380,,,78,,14,71,2,1,17,221,15,16,17,856,,0,
2014-08-22,cum_suspected,0,0,,1,,,0,,0,0,0,0,0,14,0,1,33,49,,0,
2014-08-22,cum_probable,0,0,,0,,,1,,0,1,0,0,0,32,0,1,1,36,,0,
2014-08-22,cum_confirmed,11,10,,303,,,26,,47,33,5,1,0,417,9,17,1,881,,1,
2014-08-22,death_suspected,0,0,,1,,,1,,1,0,0,0,0,4,0,0,1,8,,0,
2014-08-22,death_probable,0,0,,0,,,1,,1,0,0,0,0,32,0,0,0,34,,0,
2014-08-22,death_confirmed,0,1,,142,,,2,,1,2,0,0,0,180,4,1,0,333,,0,
2014-08-22,cfr,0,0,,46.9,,,7.7,,2.1,6.1,0,0,0,43.2,44.4,5.9,0,37.8,,0,
2014-08-22,etc_new_admission,,,,-,,,,,,,,,,0,,,,,,,
2014-08-22,etc_currently_admitted,,,,-,,,,,,,,,,41,,,,,,,
2014-08-22,etc_cum_admission,,,,294,,,,,,,,,,361,,,,,,,
2014-08-22,etc_new_deaths,,,,-,,,,,,,,,,4,,,,,,,
2014-08-22,etc_cum_deaths,,,,180,,,,,,,,,,142,,,,,,,
2014-08-22,etc_new_discharges,,,,-,,,,,,,,,,0,,,,,,,
2014-08-22,etc_cum_discharges,,,,69,,,,,,,,,,167,,,,,,,
2014-08-22,cum_contacts,52,NA,,1564,,,515,,636,348,84,12,0,1187,132,397,53,5006,,26,
2014-08-22,cum_completed_contacts,0,NA,,1116,,,140,,47,191,62,0,0,965,17,47,38,2649,,26,
2014-08-22,contacts_followed,52,NA,,448,,,374,,589,157,22,12,0,217,15,250,0,2136,,0,
2014-08-22,new_contacts,0,NA,,0,,,0,,0,0,0,0,0,24,0,4,0,28,,0,
2014-08-22,contacts_healthy,52,NA,,434,,,374,,587,156,21,0,0,216,0,245,0,2085,,0,
2014-08-22,contacts_ill,0,NA,,4,,,0,,2,1,1,0,0,1,0,3,0,12,,0,
2014-08-22,contacts_not_seen,0,NA,,31,,,0,,34,0,0,0,0,0,0,2,0,67,,0,
2014-08-22,new_completed_contacts,0,NA,,35,,,8,,0,60,6,0,0,61,0,4,0,174,,0,
2014-08-22,percent_seen,100%,NA,,98%,,,100%,,100%,100%,100%,NA,NA,100%,100%,99%,NA,98%,,100%,
2014-08-23,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-23,new_noncase,0,0,,0,,,0,,2,1,0,0,0,3,0,0,0,6,,0,
2014-08-23,new_suspected,0,0,,3,,,0,,1,0,0,0,0,0,0,0,0,4,,0,
2014-08-23,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-23,new_confirmed,0,0,,5,,,0,,7,0,0,0,0,11,0,0,0,23,,0,
2014-08-23,cum_noncase,12,12,,380,,,78,,16,72,2,1,17,224,15,16,17,862,,0,
2014-08-23,cum_suspected,0,0,,4,,,0,,1,0,0,0,0,14,0,1,33,53,,0,
2014-08-23,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-23,cum_confirmed,11,10,,308,,,26,,54,33,5,1,0,428,9,17,1,904,,1,
2014-08-23,death_suspected,0,0,,1,,,1,,1,0,0,0,0,4,0,0,1,8,,0,
2014-08-23,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-23,death_confirmed,0,1,,145,,,2,,1,2,0,0,0,180,4,1,0,336,,0,
2014-08-23,cfr,0,0,,47.1,,,7.7,,1.9,6.1,0,0,0,42.1,44.4,5.9,0,37.2,,0,
2014-08-23,etc_new_admission,,,,-,,,,,,,,,,7,,,,,,,
2014-08-23,etc_currently_admitted,,,,-,,,,,,,,,,47,,,,,,,
2014-08-23,etc_cum_admission,,,,294,,,,,,,,,,368,,,,,,,
2014-08-23,etc_new_deaths,,,,-,,,,,,,,,,3,,,,,,,
2014-08-23,etc_cum_deaths,,,,180,,,,,,,,,,145,,,,,,,
2014-08-23,etc_new_discharges,,,,-,,,,,,,,,,4,,,,,,,
2014-08-23,etc_cum_discharges,,,,69,,,,,,,,,,171,,,,,,,
2014-08-23,cum_contacts,NA,213,,1586,,,NA,,642,350,84,12,0,NA,132,NA,53,3091,,26,
2014-08-23,cum_completed_contacts,NA,11,,1180,,,NA,,59,191,62,0,0,NA,17,NA,38,1584,,26,
2014-08-23,contacts_followed,NA,202,,448,,,NA,,588,159,21,12,0,NA,15,NA,0,1445,,0,
2014-08-23,new_contacts,NA,194,,22,,,NA,,11,2,0,0,0,NA,0,NA,0,229,,0,
2014-08-23,contacts_healthy,NA,201,,418,,,NA,,553,156,21,0,0,NA,0,NA,0,1349,,0,
2014-08-23,contacts_ill,NA,1,,3,,,NA,,6,1,0,0,0,NA,0,NA,0,11,,0,
2014-08-23,contacts_not_seen,NA,0,,27,,,NA,,29,2,0,0,0,NA,0,NA,0,58,,0,
2014-08-23,new_completed_contacts,NA,0,,64,,,NA,,12,0,0,0,0,NA,0,NA,0,76,,0,
2014-08-23,percent_seen,NA,100%,,100%,,,NA,,100%,99%,100%,NA,NA,NA,NA,NA,NA,94%,,NA,
2014-08-24,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-24,new_noncase,1,0,,6,,,1,,0,2,0,1,0,0,1,0,1,13,,0,
2014-08-24,new_suspected,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-24,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-24,new_confirmed,1,1,,12,,,3,,0,2,0,0,0,12,0,0,0,31,,0,
2014-08-24,cum_noncase,13,12,,386,,,79,,16,74,2,2,17,224,16,16,18,875,,0,
2014-08-24,cum_suspected,0,0,,4,,,0,,1,0,0,0,0,14,0,1,33,53,,0,
2014-08-24,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-24,cum_confirmed,12,11,,320,,,29,,54,35,5,1,0,440,9,17,1,935,,1,
2014-08-24,death_suspected,0,0,,1,,,1,,1,0,0,0,0,4,0,0,1,8,,0,
2014-08-24,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-24,death_confirmed,0,1,,150,,,2,,1,2,0,0,0,180,4,1,0,341,,0,
2014-08-24,cfr,0,0,,46.9,,,6.9,,1.9,5.7,0,0,0,40.9,44.4,5.9,0,36.5,,0,
2014-08-24,etc_new_admission,,,,-,,,,,,,,,,0,,,,,,,
2014-08-24,etc_currently_admitted,,,,-,,,,,,,,,,38,,,,,,,
2014-08-24,etc_cum_admission,,,,294,,,,,,,,,,368,,,,,,,
2014-08-24,etc_new_deaths,,,,-,,,,,,,,,,5,,,,,,,
2014-08-24,etc_cum_deaths,,,,180,,,,,,,,,,150,,,,,,,
2014-08-24,etc_new_discharges,,,,-,,,,,,,,,,4,,,,,,,
2014-08-24,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-24,cum_contacts,74,213,,1602,,,543,,648,350,84,12,0,NA,132,358,53,4095,,26,
2014-08-24,cum_completed_contacts,0,11,,1180,,,140,,59,191,62,0,0,NA,17,64,38,1788,,26,
2014-08-24,contacts_followed,74,202,,413,,,403,,589,159,21,12,0,NA,15,294,0,2182,,0,
2014-08-24,new_contacts,22,194,,33,,,28,,1,2,0,0,0,NA,0,37,0,317,,0,
2014-08-24,contacts_healthy,74,201,,317,,,403,,556,153,21,0,0,NA,0,289,0,2014,,0,
2014-08-24,contacts_ill,0,1,,3,,,0,,1,0,0,0,0,NA,0,1,0,6,,0,
2014-08-24,contacts_not_seen,0,0,,24,,,0,,2,6,0,0,0,NA,0,4,0,36,,0,
2014-08-24,new_completed_contacts,0,0,,17,,,0,,0,0,0,0,0,NA,0,7,0,24,,0,
2014-08-24,percent_seen,100%,100%,,77%,,,100%,,94%,100%,100%,NA,NA,NA,NA,98%,NA,92%,,NA,
2014-08-25,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-25,new_noncase,0,1,,2,,,2,,1,0,0,0,0,0,0,1,0,7,,0,
2014-08-25,new_suspected,0,1,,1,,,2,,1,0,0,0,0,0,0,0,0,5,,0,
2014-08-25,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-25,new_confirmed,3,2,,6,,,1,,3,0,2,0,0,0,0,3,0,20,,0,
2014-08-25,cum_noncase,13,13,,388,,,81,,17,74,2,2,17,224,16,17,18,882,,0,
2014-08-25,cum_suspected,0,1,,5,,,2,,2,0,0,0,0,14,0,1,33,58,,0,
2014-08-25,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-25,cum_confirmed,15,13,,326,,,30,,57,35,7,1,0,440,9,20,1,955,,1,
2014-08-25,death_suspected,0,0,,1,,,1,,1,0,0,0,0,4,0,0,1,8,,0,
2014-08-25,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-25,death_confirmed,0,1,,154,,,2,,2,10,0,0,0,180,4,2,0,355,,0,
2014-08-25,cfr,0,0,,47.2,,,6.7,,3.5,28.6,0,0,0,40.9,44.4,10,0,37.2,,0,
2014-08-25,etc_new_admission,,,,-,,,,,,,,,,13,,,,,,,
2014-08-25,etc_currently_admitted,,,,-,,,,,,,,,,58,,,,,,,
2014-08-25,etc_cum_admission,,,,294,,,,,,,,,,381,,,,,,,
2014-08-25,etc_new_deaths,,,,-,,,,,,,,,,5,,,,,,,
2014-08-25,etc_cum_deaths,,,,180,,,,,,,,,,155,,,,,,,
2014-08-25,etc_new_discharges,,,,-,,,,,,,,,,0,,,,,,,
2014-08-25,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-25,cum_contacts,74,213,,1602,,,543,,648,381,84,12,0,1205,132,385,53,5358,,26,
2014-08-25,cum_completed_contacts,0,11,,1180,,,140,,59,245,66,0,0,987,17,67,38,2836,,26,
2014-08-25,contacts_followed,74,202,,413,,,403,,589,136,17,12,0,271,15,318,0,2450,,0,
2014-08-25,new_contacts,0,0,,0,,,0,,0,31,0,0,0,18,0,27,0,76,,0,
2014-08-25,contacts_healthy,74,194,,NR,,,403,,570,130,17,0,0,271,0,312,0,1971,,0,
2014-08-25,contacts_ill,0,0,,NR,,,0,,0,0,0,0,0,0,0,1,0,1,,0,
2014-08-25,contacts_not_seen,0,0,,NR,,,0,,19,6,0,0,0,0,0,5,0,30,,0,
2014-08-25,new_completed_contacts,0,0,,NR,,,0,,0,64,4,0,0,22,0,3,0,93,,0,
2014-08-25,percent_seen,100%,96%,,NR,,,100%,,100%,95%,100%,NR,NR,100%,NA,98%,NR,80%,,NA,
2014-08-26,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,,,168729,
2014-08-26,new_noncase,0,0,,4,,,4,,0,0,0,0,0,12,0,0,0,,,0,
2014-08-26,new_suspected,0,0,,0,,,1,,0,0,0,0,0,0,0,0,0,,,0,
2014-08-26,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,
2014-08-26,new_confirmed,0,0,,2,,,4,,0,0,0,0,0,0,0,0,0,,,0,
2014-08-26,cum_noncase,13,13,,392,,,85,,17,74,2,2,17,236,16,17,18,,,0,
2014-08-26,cum_suspected,0,1,,5,,,3,,2,0,0,0,0,14,0,1,33,,,0,
2014-08-26,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,,,0,
2014-08-26,cum_confirmed,15,13,,328,,,34,,57,35,7,1,0,440,9,20,1,,,1,
2014-08-26,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,,,0,
2014-08-26,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,,,0,
2014-08-26,death_confirmed,0,1,,157,,,2,,2,15,0,0,0,180,4,2,0,,,0,
2014-08-26,cfr,0,0,,47.9,,,5.9,,3.5,42.9,0,0,0,40.9,44.4,10,0,,,0,
2014-08-26,etc_new_admission,,,,-,,,,,,,,,,8,,,,,,,
2014-08-26,etc_currently_admitted,,,,-,,,,,,,,,,68,,,,,,,
2014-08-26,etc_cum_admission,,,,294,,,,,,,,,,389,,,,,,,
2014-08-26,etc_new_deaths,,,,-,,,,,,,,,,3,,,,,,,
2014-08-26,etc_cum_deaths,,,,180,,,,,,,,,,158,,,,,,,
2014-08-26,etc_new_discharges,,,,-,,,,,,,,,,0,,,,,,,
2014-08-26,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-26,cum_contacts,86,341,,1659,,,546,,691,422,127,12,0,1222,144,417,53,5746,,26,
2014-08-26,cum_completed_contacts,0,11,,1202,,,140,,88,245,66,0,0,1007,55,77,38,2955,,26,
2014-08-26,contacts_followed,86,341,,404,,,406,,603,177,57,12,0,213,89,340,0,2728,,0,
2014-08-26,new_contacts,0,139,,17,,,0,,43,41,43,0,0,17,0,32,0,332,,0,
2014-08-26,contacts_healthy,86,340,,371,,,406,,572,174,57,0,0,211,89,331,0,2637,,0,
2014-08-26,contacts_ill,0,0,,2,,,0,,3,0,0,0,0,2,0,6,0,13,,0,
2014-08-26,contacts_not_seen,0,1,,33,,,0,,28,3,4,0,0,0,0,3,0,72,,0,
2014-08-26,new_completed_contacts,0,0,,11,,,0,,29,0,0,0,0,20,38,10,0,108,,0,
2014-08-26,percent_seen,100%,99%,,92%,,,100%,,95%,98%,100%,NA,NA,100%,100%,99%,NA,97%,,NA,
2014-08-27,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-27,new_noncase,2,2,,0,,,0,,0,0,0,0,0,3,1,1,0,9,,0,
2014-08-27,new_suspected,1,0,,2,,,0,,0,0,0,0,0,0,0,0,0,3,,0,
2014-08-27,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-27,new_confirmed,8,1,,4,,,3,,0,0,0,0,0,8,0,3,0,27,,0,
2014-08-27,cum_noncase,15,15,,392,,,85,,17,74,2,2,17,239,17,18,18,911,,0,
2014-08-27,cum_suspected,1,1,,7,,,3,,2,0,0,0,0,14,0,1,33,62,,0,
2014-08-27,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-27,cum_confirmed,23,14,,332,,,37,,57,35,7,1,0,448,9,23,1,988,,1,
2014-08-27,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-08-27,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-27,death_confirmed,2,2,,157,,,2,,2,15,1,0,0,180,4,6,0,372,,1,
2014-08-27,cfr,8.7,14.3,,47.3,,,5.4,,3.5,42.9,14.3,0,0,40.2,44.4,26.1,0,37.7,,100,
2014-08-27,etc_new_admission,,,,-,,,,,,,,,,1,,,,,,,
2014-08-27,etc_currently_admitted,,,,-,,,,,,,,,,65,,,,,,,
2014-08-27,etc_cum_admission,,,,294,,,,,,,,,,390,,,,,,,
2014-08-27,etc_new_deaths,,,,-,,,,,,,,,,4,,,,,,,
2014-08-27,etc_cum_deaths,,,,180,,,,,,,,,,162,,,,,,,
2014-08-27,etc_new_discharges,,,,-,,,,,,,,,,0,,,,,,,
2014-08-27,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-27,cum_contacts,111,341,,1659,,,550,,691,422,146,12,0,1247,144,427,53,5829,,26,
2014-08-27,cum_completed_contacts,0,11,,1202,,,140,,88,245,70,0,0,1017,55,82,38,2974,,26,
2014-08-27,contacts_followed,111,341,,404,,,550,,603,177,76,12,0,241,89,345,0,2949,,0,
2014-08-27,new_contacts,25,0,,0,,,4,,0,0,19,0,0,25,0,10,0,83,,0,
2014-08-27,contacts_healthy,111,341,,398,,,546,,600,177,58,0,0,239,89,342,0,2901,,0,
2014-08-27,contacts_ill,0,0,,1,,,4,,0,0,0,0,0,2,0,2,0,9,,0,
2014-08-27,contacts_not_seen,0,0,,5,,,0,,3,0,18,0,0,0,0,1,0,27,,0,
2014-08-27,new_completed_contacts,0,0,,0,,,0,,3,0,18,0,0,10,0,1,0,32,,0,
2014-08-27,percent_seen,100%,100%,,98%,,,99%,,98%,100%,76%,NA,NA,100%,100%,99%,NA,98%,,NA,
2014-08-28,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-28,new_noncase,0,0,,6,,,2,,0,0,0,0,0,1,0,1,0,10,,0,
2014-08-28,new_suspected,0,0,,0,,,0,,0,0,0,0,0,0,0,2,0,2,,0,
2014-08-28,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-28,new_confirmed,1,0,,4,,,3,,5,0,0,0,0,5,0,12,0,30,,0,
2014-08-28,cum_noncase,15,15,,398,,,87,,17,74,2,2,17,240,17,19,18,921,,0,
2014-08-28,cum_suspected,1,1,,7,,,3,,2,0,0,0,0,14,0,1,33,62,,0,
2014-08-28,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-28,cum_confirmed,24,14,,336,,,40,,62,35,7,1,0,453,9,35,1,1018,,1,
2014-08-28,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-08-28,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-28,death_confirmed,2,2,,162,,,2,,2,15,1,0,0,180,4,6,0,377,,1,
2014-08-28,cfr,8.3,14.3,,48.2,,,5,,3.2,42.9,14.3,0,0,39.7,44.4,17.1,0,37,,100,
2014-08-28,etc_new_admission,,,,-,,,,,,,,,,0,,,,,,,
2014-08-28,etc_currently_admitted,,,,-,,,,,,,,,,69,,,,,,,
2014-08-28,etc_cum_admission,,,,294,,,,,,,,,,390,,,,,,,
2014-08-28,etc_new_deaths,,,,-,,,,,,,,,,5,,,,,,,
2014-08-28,etc_cum_deaths,,,,180,,,,,,,,,,167,,,,,,,
2014-08-28,etc_new_discharges,,,,-,,,,,,,,,,0,,,,,,,
2014-08-28,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-28,cum_contacts,111,347,,1778,,,550,,852,567,146,12,0,1252,144,451,53,6295,,32,
2014-08-28,cum_completed_contacts,357,82,,1280,,,26,,11,70,88,38,0,1017,283,0,,3307,,55,
2014-08-28,contacts_followed,111,347,,468,,,193,,744,284,76,12,0,236,89,369,0,2935,,6,
2014-08-28,new_contacts,0,0,,39,,,0,,109,125,0,0,0,5,0,24,0,308,,6,
2014-08-28,contacts_healthy,108,347,,431,,,193,,742,283,76,0,0,236,89,364,0,2875,,6,
2014-08-28,contacts_ill,3,0,,1,,,0,,2,1,0,0,0,0,0,3,0,10,,0,
2014-08-28,contacts_not_seen,0,0,,37,,,0,,0,0,0,0,0,0,0,2,0,39,,0,
2014-08-28,new_completed_contacts,0,0,,31,,,217,,0,12,0,0,0,0,0,0,0,260,,0,
2014-08-28,percent_seen,100%,100%,,92%,,,100%,,100%,100%,100%,NA,NA,100%,100%,99%,NA,98%,,100%,
2014-08-29,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,,,168729,
2014-08-29,new_noncase,2,0,,8,,,2,,0,1,1,1,0,5,0,0,0,,,0,
2014-08-29,new_suspected,0,0,,1,,,0,,0,1,0,0,5,1,0,0,0,,,0,
2014-08-29,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,,,0,
2014-08-29,new_confirmed,1,0,,3,,,3,,0,4,0,0,0,4,0,0,0,,,0,
2014-08-29,cum_noncase,17,15,,406,,,89,,17,75,3,3,17,245,17,19,18,,,0,
2014-08-29,cum_suspected,1,1,,8,,,3,,2,1,0,0,5,15,0,1,33,,,0,
2014-08-29,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,,,0,
2014-08-29,cum_confirmed,25,14,,339,,,43,,62,39,7,1,0,457,9,35,1,,,1,
2014-08-29,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,,,0,
2014-08-29,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,,,0,
2014-08-29,death_confirmed,2,2,,168,,,2,,2,15,1,0,0,180,4,6,0,,,1,
2014-08-29,cfr,8,14.3,,49.6,,,4.7,,3.2,38.5,14.3,0,0,39.4,44.4,17.1,0,,,100,
2014-08-29,etc_new_admission,,,,,,,,,,,,,,5,,,,,,,
2014-08-29,etc_currently_admitted,,,,,,,,,,,,,,64,,,,,,,
2014-08-29,etc_cum_admission,,,,294,,,,,,,,,,395,,,,,,,
2014-08-29,etc_new_deaths,,,,,,,,,,,,,,6,,,,,,,
2014-08-29,etc_cum_deaths,,,,180,,,,,,,,,,173,,,,,,,
2014-08-29,etc_new_discharges,,,,,,,,,,,,,,0,,,,,,,
2014-08-29,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-29,cum_contacts,114,352,,1822,,,553,,832,581,208,12,,1252,144,465,52,6419,,32,
2014-08-29,cum_completed_contacts,,,,,,,,,,,,,,,,,,,,,
2014-08-29,contacts_followed,114,347,,475,,,196,,744,282,204,12,,236,87,371,0,3074,,6,
2014-08-29,new_contacts,3,0,,62,,,3,,0,14,62,0,,0,0,14,0,158,,0,
2014-08-29,contacts_healthy,114,296,,451,,,196,,744,281,200,12,,236,87,366,0,2989,,6,
2014-08-29,contacts_ill,3,1,,6,,,0,,0,1,0,0,,0,0,3,0,14,,0,
2014-08-29,contacts_not_seen,0,50,,24,,,0,,0,0,4,0,,0,0,2,0,80,,0,
2014-08-29,new_completed_contacts,0,0,,44,,,0,,0,16,4,0,,0,2,12,0,78,,0,
2014-08-29,percent_seen,100,85%,,96%,,,100%,,100%,100%,98%,100%,,100%,100,99%,NA,97,,100,
2014-08-30,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-30,new_noncase,1,1,,1,,,0,,2,1,0,0,0,0,0,0,0,6,,0,
2014-08-30,new_suspected,0,0,,3,,,2,,1,0,0,0,0,0,0,1,0,7,,0,
2014-08-30,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-30,new_confirmed,3,2,,11,,,6,,8,6,0,0,0,4,0,4,0,44,,0,
2014-08-30,cum_noncase,18,16,,407,,,89,,19,76,3,3,17,245,17,19,18,947,,0,
2014-08-30,cum_suspected,1,1,,11,,,5,,3,1,0,0,5,15,0,1,33,76,,0,
2014-08-30,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-30,cum_confirmed,28,16,,350,,,49,,70,45,7,1,0,461,9,39,1,1077,,1,
2014-08-30,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-08-30,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-30,death_confirmed,2,2,,172,,,2,,2,15,1,0,0,180,4,6,0,387,,1,
2014-08-30,cfr,7.1,12.5,,49.1,,,4.1,,2.9,33.3,14.3,0,0,39,44.4,15.4,0,35.9,,100,
2014-08-30,etc_new_admission,,,,,,,,,,,,,,4,,,,,,,
2014-08-30,etc_currently_admitted,,,,,,,,,,,,,,64,,,,,,,
2014-08-30,etc_cum_admission,,,,294,,,,,,,,,,399,,,,,,,
2014-08-30,etc_new_deaths,,,,,,,,,,,,,,4,,,,,,,
2014-08-30,etc_cum_deaths,,,,180,,,,,,,,,,177,,,,,,,
2014-08-30,etc_new_discharges,,,,,,,,,,,,,,0,,,,,,,
2014-08-30,etc_cum_discharges,,,,69,,,,,,,,,,175,,,,,,,
2014-08-30,cum_contacts,,,,,,,,,,,,,,,,,,,,,
2014-08-30,cum_completed_contacts,,,,,,,,,,,,,,,,,,,,,
2014-08-30,contacts_followed,,,,,,,,,,,,,,,,,,,,,
2014-08-30,new_contacts,,,,,,,,,,,,,,,,,,,,,
2014-08-30,contacts_healthy,,,,,,,,,,,,,,,,,,,,,
2014-08-30,contacts_ill,,,,,,,,,,,,,,,,,,,,,
2014-08-30,contacts_not_seen,,,,,,,,,,,,,,,,,,,,,
2014-08-30,new_completed_contacts,,,,,,,,,,,,,,,,,,,,,
2014-08-30,percent_seen,,,,,,,,,,,,,,,,,,,,,
2014-08-31,population,263619,434937,,653013,,,1040888,,557978,654142,335574,341690,335471,465048,278119,494139,325003,6348350,,168729,
2014-08-31,new_noncase,1,1,,1,,,0,,2,1,0,0,0,0,0,0,0,6,,0,
2014-08-31,new_suspected,0,0,,3,,,2,,1,0,0,0,0,0,0,1,0,7,,0,
2014-08-31,new_probable,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,,0,
2014-08-31,new_confirmed,3,2,,11,,,6,,8,6,0,0,0,4,0,4,0,44,,0,
2014-08-31,cum_noncase,18,16,,407,,,89,,19,76,3,3,17,245,17,19,18,947,,0,
2014-08-31,cum_suspected,1,1,,11,,,5,,3,1,0,0,5,15,0,1,33,76,,0,
2014-08-31,cum_probable,0,0,,0,,,1,,1,1,0,0,0,32,0,1,1,37,,0,
2014-08-31,cum_confirmed,28,16,,350,,,49,,70,45,7,1,0,461,9,39,1,1077,,1,
2014-08-31,death_suspected,0,0,,4,,,1,,1,0,0,0,0,4,0,0,1,11,,0,
2014-08-31,death_probable,0,0,,0,,,1,,1,0,0,0,0,35,0,0,0,37,,0,
2014-08-31,death_confirmed,2,2,,172,,,2,,2,15,1,0,0,180,4,6,0,387,,1,
2014-08-31,cfr,7.1,12.5,,49.1,,,4.1,,2.9,33.3,14.3,0,0,39,44.4,15.4,0,35.9,,100,
2014-08-31,etc_new_admission,,,,,,,,,,,,,,4,,,,,,,
