,variable,date,Location,Value
27477,etc_currently_admitted,2014-08-15,Pujehun,
27478,etc_cum_admission,2014-08-15,Pujehun,
27479,etc_new_deaths,2014-08-15,Pujehun,
27480,etc_cum_deaths,2014-08-15,Pujehun,
27481,etc_new_discharges,2014-08-15,Pujehun,
27482,etc_cum_discharges,2014-08-15,Pujehun,
27483,cum_contacts,2014-08-15,Pujehun,71
27484,cum_completed_contacts,2014-08-15,Pujehun,11
27485,contacts_followed,2014-08-15,Pujehun,46
27486,new_contacts,2014-08-15,Pujehun,14
27487,contacts_healthy,2014-08-15,Pujehun,46
27488,contacts_ill,2014-08-15,Pujehun,0
27489,contacts_not_seen,2014-08-15,Pujehun,14
27490,new_completed_contacts,2014-08-15,Pujehun,0
27491,percent_seen,2014-08-15,Pujehun,100%
29174,population,2014-08-15,Tonkolili,"434,937"
29175,new_noncase,2014-08-15,Tonkolili,0
29176,new_suspected,2014-08-15,Tonkolili,0
29177,new_probable,2014-08-15,Tonkolili,0
29178,new_confirmed,2014-08-15,Tonkolili,0
29179,cum_noncase,2014-08-15,Tonkolili,10
29180,cum_suspected,2014-08-15,Tonkolili,0
29181,cum_probable,2014-08-15,Tonkolili,0
29182,cum_confirmed,2014-08-15,Tonkolili,2
29183,death_suspected,2014-08-15,Tonkolili,0
29184,death_probable,2014-08-15,Tonkolili,0
29185,death_confirmed,2014-08-15,Tonkolili,0
29186,cfr,2014-08-15,Tonkolili,0
29187,etc_new_admission,2014-08-15,Tonkolili,
29188,etc_currently_admitted,2014-08-15,Tonkolili,
29189,etc_cum_admission,2014-08-15,Tonkolili,
29190,etc_new_deaths,2014-08-15,Tonkolili,
29191,etc_cum_deaths,2014-08-15,Tonkolili,
29192,etc_new_discharges,2014-08-15,Tonkolili,
29193,etc_cum_discharges,2014-08-15,Tonkolili,
29194,cum_contacts,2014-08-15,Tonkolili,19
29195,cum_completed_contacts,2014-08-15,Tonkolili,11
29196,contacts_followed,2014-08-15,Tonkolili,8
29197,new_contacts,2014-08-15,Tonkolili,0
29198,contacts_healthy,2014-08-15,Tonkolili,8
29199,contacts_ill,2014-08-15,Tonkolili,0
29200,contacts_not_seen,2014-08-15,Tonkolili,0
29201,new_completed_contacts,2014-08-15,Tonkolili,0
29202,percent_seen,2014-08-15,Tonkolili,
30885,population,2014-08-15,Western area,
30886,new_noncase,2014-08-15,Western area,
30887,new_suspected,2014-08-15,Western area,
30888,new_probable,2014-08-15,Western area,
30889,new_confirmed,2014-08-15,Western area,
30890,cum_noncase,2014-08-15,Western area,
30891,cum_suspected,2014-08-15,Western area,
30892,cum_probable,2014-08-15,Western area,
30893,cum_confirmed,2014-08-15,Western area,
30894,death_suspected,2014-08-15,Western area,
30895,death_probable,2014-08-15,Western area,
30896,death_confirmed,2014-08-15,Western area,
30897,cfr,2014-08-15,Western area,
30898,etc_new_admission,2014-08-15,Western area,
30899,etc_currently_admitted,2014-08-15,Western area,
30900,etc_cum_admission,2014-08-15,Western area,
30901,etc_new_deaths,2014-08-15,Western area,
30902,etc_cum_deaths,2014-08-15,Western area,
30903,etc_new_discharges,2014-08-15,Western area,
30904,etc_cum_discharges,2014-08-15,Western area,
30905,cum_contacts,2014-08-15,Western area,
30906,cum_completed_contacts,2014-08-15,Western area,
30907,contacts_followed,2014-08-15,Western area,
30908,new_contacts,2014-08-15,Western area,
30909,contacts_healthy,2014-08-15,Western area,
30910,contacts_ill,2014-08-15,Western area,
30911,contacts_not_seen,2014-08-15,Western area,
30912,new_completed_contacts,2014-08-15,Western area,
30913,percent_seen,2014-08-15,Western area,
32596,population,2014-08-15,Western area rural,"263,619"
32597,new_noncase,2014-08-15,Western area rural,0
32598,new_suspected,2014-08-15,Western area rural,0
32599,new_probable,2014-08-15,Western area rural,0
32600,new_confirmed,2014-08-15,Western area rural,0
32601,cum_noncase,2014-08-15,Western area rural,7
32602,cum_suspected,2014-08-15,Western area rural,0
32603,cum_probable,2014-08-15,Western area rural,0
32604,cum_confirmed,2014-08-15,Western area rural,3
32605,death_suspected,2014-08-15,Western area rural,0
32606,death_probable,2014-08-15,Western area rural,0
32607,death_confirmed,2014-08-15,Western area rural,0
32608,cfr,2014-08-15,Western area rural,0
32609,etc_new_admission,2014-08-15,Western area rural,
32610,etc_currently_admitted,2014-08-15,Western area rural,
32611,etc_cum_admission,2014-08-15,Western area rural,
32612,etc_new_deaths,2014-08-15,Western area rural,
32613,etc_cum_deaths,2014-08-15,Western area rural,
32614,etc_new_discharges,2014-08-15,Western area rural,
32615,etc_cum_discharges,2014-08-15,Western area rural,
32616,cum_contacts,2014-08-15,Western area rural,36
32617,cum_completed_contacts,2014-08-15,Western area rural,0
32618,contacts_followed,2014-08-15,Western area rural,36
32619,new_contacts,2014-08-15,Western area rural,0
32620,contacts_healthy,2014-08-15,Western area rural,36
32621,contacts_ill,2014-08-15,Western area rural,0
32622,contacts_not_seen,2014-08-15,Western area rural,0
32623,new_completed_contacts,2014-08-15,Western area rural,0
32624,percent_seen,2014-08-15,Western area rural,100%
34307,population,2014-08-15,Western area urban,"1,040,888"
34308,new_noncase,2014-08-15,Western area urban,1
34309,new_suspected,2014-08-15,Western area urban,0
34310,new_probable,2014-08-15,Western area urban,0
34311,new_confirmed,2014-08-15,Western area urban,4
34312,cum_noncase,2014-08-15,Western area urban,65
34313,cum_suspected,2014-08-15,Western area urban,0
34314,cum_probable,2014-08-15,Western area urban,1
34315,cum_confirmed,2014-08-15,Western area urban,19
34316,death_suspected,2014-08-15,Western area urban,1
34317,death_probable,2014-08-15,Western area urban,1
34318,death_confirmed,2014-08-15,Western area urban,2
34319,cfr,2014-08-15,Western area urban,10.5
34320,etc_new_admission,2014-08-15,Western area urban,
34321,etc_currently_admitted,2014-08-15,Western area urban,
34322,etc_cum_admission,2014-08-15,Western area urban,
34323,etc_new_deaths,2014-08-15,Western area urban,
34324,etc_cum_deaths,2014-08-15,Western area urban,
34325,etc_new_discharges,2014-08-15,Western area urban,
34326,etc_cum_discharges,2014-08-15,Western area urban,
34327,cum_contacts,2014-08-15,Western area urban,493
34328,cum_completed_contacts,2014-08-15,Western area urban,102
34329,contacts_followed,2014-08-15,Western area urban,391
34330,new_contacts,2014-08-15,Western area urban,6
34331,contacts_healthy,2014-08-15,Western area urban,389
34332,contacts_ill,2014-08-15,Western area urban,0
34333,contacts_not_seen,2014-08-15,Western area urban,0
34334,new_completed_contacts,2014-08-15,Western area urban,0
34335,percent_seen,2014-08-15,Western area urban,99%
116,population,2014-08-16,34 Military Hospital,
117,new_noncase,2014-08-16,34 Military Hospital,
118,new_suspected,2014-08-16,34 Military Hospital,
119,new_probable,2014-08-16,34 Military Hospital,
120,new_confirmed,2014-08-16,34 Military Hospital,
121,cum_noncase,2014-08-16,34 Military Hospital,
122,cum_suspected,2014-08-16,34 Military Hospital,
123,cum_probable,2014-08-16,34 Military Hospital,
124,cum_confirmed,2014-08-16,34 Military Hospital,
125,death_suspected,2014-08-16,34 Military Hospital,
126,death_probable,2014-08-16,34 Military Hospital,
127,death_confirmed,2014-08-16,34 Military Hospital,
128,cfr,2014-08-16,34 Military Hospital,
129,etc_new_admission,2014-08-16,34 Military Hospital,
130,etc_currently_admitted,2014-08-16,34 Military Hospital,
131,etc_cum_admission,2014-08-16,34 Military Hospital,
132,etc_new_deaths,2014-08-16,34 Military Hospital,
133,etc_cum_deaths,2014-08-16,34 Military Hospital,
134,etc_new_discharges,2014-08-16,34 Military Hospital,
135,etc_cum_discharges,2014-08-16,34 Military Hospital,
136,cum_contacts,2014-08-16,34 Military Hospital,
137,cum_completed_contacts,2014-08-16,34 Military Hospital,
138,contacts_followed,2014-08-16,34 Military Hospital,
139,new_contacts,2014-08-16,34 Military Hospital,
140,contacts_healthy,2014-08-16,34 Military Hospital,
141,contacts_ill,2014-08-16,34 Military Hospital,
142,contacts_not_seen,2014-08-16,34 Military Hospital,
143,new_completed_contacts,2014-08-16,34 Military Hospital,
144,percent_seen,2014-08-16,34 Military Hospital,
1827,population,2014-08-16,Bo,"654,142"
1828,new_noncase,2014-08-16,Bo,0
1829,new_suspected,2014-08-16,Bo,0
1830,new_probable,2014-08-16,Bo,0
1831,new_confirmed,2014-08-16,Bo,0
1832,cum_noncase,2014-08-16,Bo,62
1833,cum_suspected,2014-08-16,Bo,0
1834,cum_probable,2014-08-16,Bo,1
1835,cum_confirmed,2014-08-16,Bo,24
1836,death_suspected,2014-08-16,Bo,0
1837,death_probable,2014-08-16,Bo,0
1838,death_confirmed,2014-08-16,Bo,2
1839,cfr,2014-08-16,Bo,20
1840,etc_new_admission,2014-08-16,Bo,
1841,etc_currently_admitted,2014-08-16,Bo,
1842,etc_cum_admission,2014-08-16,Bo,
1843,etc_new_deaths,2014-08-16,Bo,
1844,etc_cum_deaths,2014-08-16,Bo,
1845,etc_new_discharges,2014-08-16,Bo,
1846,etc_cum_discharges,2014-08-16,Bo,
1847,cum_contacts,2014-08-16,Bo,266
1848,cum_completed_contacts,2014-08-16,Bo,110
1849,contacts_followed,2014-08-16,Bo,156
1850,new_contacts,2014-08-16,Bo,8
1851,contacts_healthy,2014-08-16,Bo,151
1852,contacts_ill,2014-08-16,Bo,1
1853,contacts_not_seen,2014-08-16,Bo,4
1854,new_completed_contacts,2014-08-16,Bo,41
1855,percent_seen,2014-08-16,Bo,97%
3538,population,2014-08-16,Bo EMC,
3539,new_noncase,2014-08-16,Bo EMC,
3540,new_suspected,2014-08-16,Bo EMC,
3541,new_probable,2014-08-16,Bo EMC,
3542,new_confirmed,2014-08-16,Bo EMC,
3543,cum_noncase,2014-08-16,Bo EMC,
3544,cum_suspected,2014-08-16,Bo EMC,
3545,cum_probable,2014-08-16,Bo EMC,
3546,cum_confirmed,2014-08-16,Bo EMC,
3547,death_suspected,2014-08-16,Bo EMC,
3548,death_probable,2014-08-16,Bo EMC,
3549,death_confirmed,2014-08-16,Bo EMC,
3550,cfr,2014-08-16,Bo EMC,
3551,etc_new_admission,2014-08-16,Bo EMC,
3552,etc_currently_admitted,2014-08-16,Bo EMC,
3553,etc_cum_admission,2014-08-16,Bo EMC,
3554,etc_new_deaths,2014-08-16,Bo EMC,
3555,etc_cum_deaths,2014-08-16,Bo EMC,
3556,etc_new_discharges,2014-08-16,Bo EMC,
3557,etc_cum_discharges,2014-08-16,Bo EMC,
3558,cum_contacts,2014-08-16,Bo EMC,
3559,cum_completed_contacts,2014-08-16,Bo EMC,
3560,contacts_followed,2014-08-16,Bo EMC,
3561,new_contacts,2014-08-16,Bo EMC,
3562,contacts_healthy,2014-08-16,Bo EMC,
3563,contacts_ill,2014-08-16,Bo EMC,
3564,contacts_not_seen,2014-08-16,Bo EMC,
3565,new_completed_contacts,2014-08-16,Bo EMC,
3566,percent_seen,2014-08-16,Bo EMC,
5249,population,2014-08-16,Bombali,"494,139"
5250,new_noncase,2014-08-16,Bombali,0
5251,new_suspected,2014-08-16,Bombali,0
5252,new_probable,2014-08-16,Bombali,0
5253,new_confirmed,2014-08-16,Bombali,0
5254,cum_noncase,2014-08-16,Bombali,11
5255,cum_suspected,2014-08-16,Bombali,1
5256,cum_probable,2014-08-16,Bombali,1
5257,cum_confirmed,2014-08-16,Bombali,7
5258,death_suspected,2014-08-16,Bombali,0
5259,death_probable,2014-08-16,Bombali,0
5260,death_confirmed,2014-08-16,Bombali,1
5261,cfr,2014-08-16,Bombali,0
5262,etc_new_admission,2014-08-16,Bombali,
5263,etc_currently_admitted,2014-08-16,Bombali,
5264,etc_cum_admission,2014-08-16,Bombali,
5265,etc_new_deaths,2014-08-16,Bombali,
5266,etc_cum_deaths,2014-08-16,Bombali,
5267,etc_new_discharges,2014-08-16,Bombali,
5268,etc_cum_discharges,2014-08-16,Bombali,
5269,cum_contacts,2014-08-16,Bombali,202
5270,cum_completed_contacts,2014-08-16,Bombali,26
5271,contacts_followed,2014-08-16,Bombali,162
5272,new_contacts,2014-08-16,Bombali,10
5273,contacts_healthy,2014-08-16,Bombali,162
5274,contacts_ill,2014-08-16,Bombali,0
5275,contacts_not_seen,2014-08-16,Bombali,14
5276,new_completed_contacts,2014-08-16,Bombali,0
5277,percent_seen,2014-08-16,Bombali,100
6960,population,2014-08-16,Bonthe,"168,729"
6961,new_noncase,2014-08-16,Bonthe,0
6962,new_suspected,2014-08-16,Bonthe,0
6963,new_probable,2014-08-16,Bonthe,0
6964,new_confirmed,2014-08-16,Bonthe,0
6965,cum_noncase,2014-08-16,Bonthe,0
6966,cum_suspected,2014-08-16,Bonthe,0
6967,cum_probable,2014-08-16,Bonthe,0
6968,cum_confirmed,2014-08-16,Bonthe,1
6969,death_suspected,2014-08-16,Bonthe,0
6970,death_probable,2014-08-16,Bonthe,0
6971,death_confirmed,2014-08-16,Bonthe,0
6972,cfr,2014-08-16,Bonthe,0
6973,etc_new_admission,2014-08-16,Bonthe,
6974,etc_currently_admitted,2014-08-16,Bonthe,
6975,etc_cum_admission,2014-08-16,Bonthe,
6976,etc_new_deaths,2014-08-16,Bonthe,
6977,etc_cum_deaths,2014-08-16,Bonthe,
6978,etc_new_discharges,2014-08-16,Bonthe,
6979,etc_cum_discharges,2014-08-16,Bonthe,
6980,cum_contacts,2014-08-16,Bonthe,26
6981,cum_completed_contacts,2014-08-16,Bonthe,26
6982,contacts_followed,2014-08-16,Bonthe,0
6983,new_contacts,2014-08-16,Bonthe,0
6984,contacts_healthy,2014-08-16,Bonthe,0
6985,contacts_ill,2014-08-16,Bonthe,0
6986,contacts_not_seen,2014-08-16,Bonthe,0
6987,new_completed_contacts,2014-08-16,Bonthe,0
6988,percent_seen,2014-08-16,Bonthe,
8671,population,2014-08-16,Kailahun,"465,048"
8672,new_noncase,2014-08-16,Kailahun,6
8673,new_suspected,2014-08-16,Kailahun,0
8674,new_probable,2014-08-16,Kailahun,0
8675,new_confirmed,2014-08-16,Kailahun,12
8676,cum_noncase,2014-08-16,Kailahun,212
8677,cum_suspected,2014-08-16,Kailahun,0
8678,cum_probable,2014-08-16,Kailahun,29
8679,cum_confirmed,2014-08-16,Kailahun,401
8680,death_suspected,2014-08-16,Kailahun,2
8681,death_probable,2014-08-16,Kailahun,32
8682,death_confirmed,2014-08-16,Kailahun,167
8683,cfr,2014-08-16,Kailahun,41.6
8684,etc_new_admission,2014-08-16,Kailahun,3
8685,etc_currently_admitted,2014-08-16,Kailahun,53
8686,etc_cum_admission,2014-08-16,Kailahun,355
8687,etc_new_deaths,2014-08-16,Kailahun,5
8688,etc_cum_deaths,2014-08-16,Kailahun,121
8689,etc_new_discharges,2014-08-16,Kailahun,3
8690,etc_cum_discharges,2014-08-16,Kailahun,151
8691,cum_contacts,2014-08-16,Kailahun,1145
8692,cum_completed_contacts,2014-08-16,Kailahun,832
8693,contacts_followed,2014-08-16,Kailahun,362
8694,new_contacts,2014-08-16,Kailahun,19
8695,contacts_healthy,2014-08-16,Kailahun,358
8696,contacts_ill,2014-08-16,Kailahun,4
8697,contacts_not_seen,2014-08-16,Kailahun,0
8698,new_completed_contacts,2014-08-16,Kailahun,14
8699,percent_seen,2014-08-16,Kailahun,99%
10382,population,2014-08-16,Kambia,"341,690"
10383,new_noncase,2014-08-16,Kambia,0
10384,new_suspected,2014-08-16,Kambia,0
10385,new_probable,2014-08-16,Kambia,0
10386,new_confirmed,2014-08-16,Kambia,0
10387,cum_noncase,2014-08-16,Kambia,1
10388,cum_suspected,2014-08-16,Kambia,0
10389,cum_probable,2014-08-16,Kambia,0
10390,cum_confirmed,2014-08-16,Kambia,1
10391,death_suspected,2014-08-16,Kambia,0
10392,death_probable,2014-08-16,Kambia,0
10393,death_confirmed,2014-08-16,Kambia,0
10394,cfr,2014-08-16,Kambia,0
10395,etc_new_admission,2014-08-16,Kambia,
10396,etc_currently_admitted,2014-08-16,Kambia,
10397,etc_cum_admission,2014-08-16,Kambia,
10398,etc_new_deaths,2014-08-16,Kambia,
10399,etc_cum_deaths,2014-08-16,Kambia,
10400,etc_new_discharges,2014-08-16,Kambia,
10401,etc_cum_discharges,2014-08-16,Kambia,
10402,cum_contacts,2014-08-16,Kambia,13
10403,cum_completed_contacts,2014-08-16,Kambia,0
10404,contacts_followed,2014-08-16,Kambia,13
10405,new_contacts,2014-08-16,Kambia,0
10406,contacts_healthy,2014-08-16,Kambia,13
10407,contacts_ill,2014-08-16,Kambia,0
10408,contacts_not_seen,2014-08-16,Kambia,0
10409,new_completed_contacts,2014-08-16,Kambia,0
10410,percent_seen,2014-08-16,Kambia,100
12093,population,2014-08-16,Kenema,"653,013"
12094,new_noncase,2014-08-16,Kenema,0
12095,new_suspected,2014-08-16,Kenema,3
12096,new_probable,2014-08-16,Kenema,0
12097,new_confirmed,2014-08-16,Kenema,4
12098,cum_noncase,2014-08-16,Kenema,314
12099,cum_suspected,2014-08-16,Kenema,5
12100,cum_probable,2014-08-16,Kenema,0
12101,cum_confirmed,2014-08-16,Kenema,277
12102,death_suspected,2014-08-16,Kenema,1
12103,death_probable,2014-08-16,Kenema,0
12104,death_confirmed,2014-08-16,Kenema,121
12105,cfr,2014-08-16,Kenema,43.7
12106,etc_new_admission,2014-08-16,Kenema,9
12107,etc_currently_admitted,2014-08-16,Kenema,40
12108,etc_cum_admission,2014-08-16,Kenema,282
12109,etc_new_deaths,2014-08-16,Kenema,5
12110,etc_cum_deaths,2014-08-16,Kenema,167
12111,etc_new_discharges,2014-08-16,Kenema,4
12112,etc_cum_discharges,2014-08-16,Kenema,64
12113,cum_contacts,2014-08-16,Kenema,1461
12114,cum_completed_contacts,2014-08-16,Kenema,849
12115,contacts_followed,2014-08-16,Kenema,579
12116,new_contacts,2014-08-16,Kenema,15
12117,contacts_healthy,2014-08-16,Kenema,530
12118,contacts_ill,2014-08-16,Kenema,1
12119,contacts_not_seen,2014-08-16,Kenema,49
12120,new_completed_contacts,2014-08-16,Kenema,31
12121,percent_seen,2014-08-16,Kenema,92%
13804,population,2014-08-16,Kenema (IFRC),
13805,new_noncase,2014-08-16,Kenema (IFRC),
13806,new_suspected,2014-08-16,Kenema (IFRC),
13807,new_probable,2014-08-16,Kenema (IFRC),
13808,new_confirmed,2014-08-16,Kenema (IFRC),
13809,cum_noncase,2014-08-16,Kenema (IFRC),
13810,cum_suspected,2014-08-16,Kenema (IFRC),
13811,cum_probable,2014-08-16,Kenema (IFRC),
13812,cum_confirmed,2014-08-16,Kenema (IFRC),
13813,death_suspected,2014-08-16,Kenema (IFRC),
13814,death_probable,2014-08-16,Kenema (IFRC),
13815,death_confirmed,2014-08-16,Kenema (IFRC),
13816,cfr,2014-08-16,Kenema (IFRC),
13817,etc_new_admission,2014-08-16,Kenema (IFRC),
13818,etc_currently_admitted,2014-08-16,Kenema (IFRC),
13819,etc_cum_admission,2014-08-16,Kenema (IFRC),
13820,etc_new_deaths,2014-08-16,Kenema (IFRC),
13821,etc_cum_deaths,2014-08-16,Kenema (IFRC),
13822,etc_new_discharges,2014-08-16,Kenema (IFRC),
13823,etc_cum_discharges,2014-08-16,Kenema (IFRC),
13824,cum_contacts,2014-08-16,Kenema (IFRC),
13825,cum_completed_contacts,2014-08-16,Kenema (IFRC),
13826,contacts_followed,2014-08-16,Kenema (IFRC),
13827,new_contacts,2014-08-16,Kenema (IFRC),
13828,contacts_healthy,2014-08-16,Kenema (IFRC),
13829,contacts_ill,2014-08-16,Kenema (IFRC),
13830,contacts_not_seen,2014-08-16,Kenema (IFRC),
13831,new_completed_contacts,2014-08-16,Kenema (IFRC),
13832,percent_seen,2014-08-16,Kenema (IFRC),
15515,population,2014-08-16,Koinadugu,"335,471"
15516,new_noncase,2014-08-16,Koinadugu,0
15517,new_suspected,2014-08-16,Koinadugu,0
15518,new_probable,2014-08-16,Koinadugu,0
15519,new_confirmed,2014-08-16,Koinadugu,0
15520,cum_noncase,2014-08-16,Koinadugu,15
15521,cum_suspected,2014-08-16,Koinadugu,0
15522,cum_probable,2014-08-16,Koinadugu,0
15523,cum_confirmed,2014-08-16,Koinadugu,0
15524,death_suspected,2014-08-16,Koinadugu,0
15525,death_probable,2014-08-16,Koinadugu,0
15526,death_confirmed,2014-08-16,Koinadugu,0
15527,cfr,2014-08-16,Koinadugu,0
15528,etc_new_admission,2014-08-16,Koinadugu,
15529,etc_currently_admitted,2014-08-16,Koinadugu,
15530,etc_cum_admission,2014-08-16,Koinadugu,
15531,etc_new_deaths,2014-08-16,Koinadugu,
15532,etc_cum_deaths,2014-08-16,Koinadugu,
15533,etc_new_discharges,2014-08-16,Koinadugu,
15534,etc_cum_discharges,2014-08-16,Koinadugu,
15535,cum_contacts,2014-08-16,Koinadugu,0
15536,cum_completed_contacts,2014-08-16,Koinadugu,0
15537,contacts_followed,2014-08-16,Koinadugu,0
15538,new_contacts,2014-08-16,Koinadugu,0
15539,contacts_healthy,2014-08-16,Koinadugu,0
15540,contacts_ill,2014-08-16,Koinadugu,0
15541,contacts_not_seen,2014-08-16,Koinadugu,0
15542,new_completed_contacts,2014-08-16,Koinadugu,0
15543,percent_seen,2014-08-16,Koinadugu,
17226,population,2014-08-16,Kono,"325,003"
17227,new_noncase,2014-08-16,Kono,0
17228,new_suspected,2014-08-16,Kono,0
17229,new_probable,2014-08-16,Kono,0
17230,new_confirmed,2014-08-16,Kono,0
17231,cum_noncase,2014-08-16,Kono,16
17232,cum_suspected,2014-08-16,Kono,33
17233,cum_probable,2014-08-16,Kono,1
17234,cum_confirmed,2014-08-16,Kono,1
17235,death_suspected,2014-08-16,Kono,0
17236,death_probable,2014-08-16,Kono,0
17237,death_confirmed,2014-08-16,Kono,0
17238,cfr,2014-08-16,Kono,0
17239,etc_new_admission,2014-08-16,Kono,
17240,etc_currently_admitted,2014-08-16,Kono,
17241,etc_cum_admission,2014-08-16,Kono,
17242,etc_new_deaths,2014-08-16,Kono,
17243,etc_cum_deaths,2014-08-16,Kono,
17244,etc_new_discharges,2014-08-16,Kono,
17245,etc_cum_discharges,2014-08-16,Kono,
17246,cum_contacts,2014-08-16,Kono,38
17247,cum_completed_contacts,2014-08-16,Kono,38
17248,contacts_followed,2014-08-16,Kono,0
17249,new_contacts,2014-08-16,Kono,0
17250,contacts_healthy,2014-08-16,Kono,0
17251,contacts_ill,2014-08-16,Kono,0
17252,contacts_not_seen,2014-08-16,Kono,0
17253,new_completed_contacts,2014-08-16,Kono,0
17254,percent_seen,2014-08-16,Kono,
18937,population,2014-08-16,Moyamba,"278,119"
18938,new_noncase,2014-08-16,Moyamba,0
18939,new_suspected,2014-08-16,Moyamba,0
18940,new_probable,2014-08-16,Moyamba,0
18941,new_confirmed,2014-08-16,Moyamba,0
18942,cum_noncase,2014-08-16,Moyamba,12
18943,cum_suspected,2014-08-16,Moyamba,0
18944,cum_probable,2014-08-16,Moyamba,0
18945,cum_confirmed,2014-08-16,Moyamba,6
18946,death_suspected,2014-08-16,Moyamba,0
18947,death_probable,2014-08-16,Moyamba,0
18948,death_confirmed,2014-08-16,Moyamba,3
18949,cfr,2014-08-16,Moyamba,0
18950,etc_new_admission,2014-08-16,Moyamba,
18951,etc_currently_admitted,2014-08-16,Moyamba,
18952,etc_cum_admission,2014-08-16,Moyamba,
18953,etc_new_deaths,2014-08-16,Moyamba,
18954,etc_cum_deaths,2014-08-16,Moyamba,
18955,etc_new_discharges,2014-08-16,Moyamba,
18956,etc_cum_discharges,2014-08-16,Moyamba,
18957,cum_contacts,2014-08-16,Moyamba,88
18958,cum_completed_contacts,2014-08-16,Moyamba,9
18959,contacts_followed,2014-08-16,Moyamba,79
18960,new_contacts,2014-08-16,Moyamba,0
18961,contacts_healthy,2014-08-16,Moyamba,79
18962,contacts_ill,2014-08-16,Moyamba,0
18963,contacts_not_seen,2014-08-16,Moyamba,0
18964,new_completed_contacts,2014-08-16,Moyamba,0
18965,percent_seen,2014-08-16,Moyamba,100%
20648,population,2014-08-16,National,"6,348,350"
20649,new_noncase,2014-08-16,National,9
20650,new_suspected,2014-08-16,National,3
20651,new_probable,2014-08-16,National,0
20652,new_confirmed,2014-08-16,National,18
20653,cum_noncase,2014-08-16,National,741
20654,cum_suspected,2014-08-16,National,39
20655,cum_probable,2014-08-16,National,34
20656,cum_confirmed,2014-08-16,National,775
20657,death_suspected,2014-08-16,National,5
20658,death_probable,2014-08-16,National,34
20659,death_confirmed,2014-08-16,National,297
20660,cfr,2014-08-16,National,38.3
20661,etc_new_admission,2014-08-16,National,
20662,etc_currently_admitted,2014-08-16,National,
20663,etc_cum_admission,2014-08-16,National,
20664,etc_new_deaths,2014-08-16,National,
20665,etc_cum_deaths,2014-08-16,National,
20666,etc_new_discharges,2014-08-16,National,
20667,etc_cum_discharges,2014-08-16,National,
20668,cum_contacts,2014-08-16,National,4361
20669,cum_completed_contacts,2014-08-16,National,2021
20670,contacts_followed,2014-08-16,National,2323
20671,new_contacts,2014-08-16,National,72
20672,contacts_healthy,2014-08-16,National,2265
20673,contacts_ill,2014-08-16,National,6
20674,contacts_not_seen,2014-08-16,National,79
20675,new_completed_contacts,2014-08-16,National,86
20676,percent_seen,2014-08-16,National,98%
22359,population,2014-08-16,Police training School,
22360,new_noncase,2014-08-16,Police training School,
22361,new_suspected,2014-08-16,Police training School,
22362,new_probable,2014-08-16,Police training School,
22363,new_confirmed,2014-08-16,Police training School,
22364,cum_noncase,2014-08-16,Police training School,
22365,cum_suspected,2014-08-16,Police training School,
22366,cum_probable,2014-08-16,Police training School,
22367,cum_confirmed,2014-08-16,Police training School,
22368,death_suspected,2014-08-16,Police training School,
22369,death_probable,2014-08-16,Police training School,
22370,death_confirmed,2014-08-16,Police training School,
22371,cfr,2014-08-16,Police training School,
22372,etc_new_admission,2014-08-16,Police training School,
22373,etc_currently_admitted,2014-08-16,Police training School,
22374,etc_cum_admission,2014-08-16,Police training School,
22375,etc_new_deaths,2014-08-16,Police training School,
22376,etc_cum_deaths,2014-08-16,Police training School,
22377,etc_new_discharges,2014-08-16,Police training School,
22378,etc_cum_discharges,2014-08-16,Police training School,
22379,cum_contacts,2014-08-16,Police training School,
22380,cum_completed_contacts,2014-08-16,Police training School,
22381,contacts_followed,2014-08-16,Police training School,
22382,new_contacts,2014-08-16,Police training School,
22383,contacts_healthy,2014-08-16,Police training School,
22384,contacts_ill,2014-08-16,Police training School,
22385,contacts_not_seen,2014-08-16,Police training School,
22386,new_completed_contacts,2014-08-16,Police training School,
22387,percent_seen,2014-08-16,Police training School,
24070,population,2014-08-16,Police traning School,
24071,new_noncase,2014-08-16,Police traning School,
24072,new_suspected,2014-08-16,Police traning School,
24073,new_probable,2014-08-16,Police traning School,
24074,new_confirmed,2014-08-16,Police traning School,
24075,cum_noncase,2014-08-16,Police traning School,
24076,cum_suspected,2014-08-16,Police traning School,
24077,cum_probable,2014-08-16,Police traning School,
24078,cum_confirmed,2014-08-16,Police traning School,
24079,death_suspected,2014-08-16,Police traning School,
24080,death_probable,2014-08-16,Police traning School,
24081,death_confirmed,2014-08-16,Police traning School,
24082,cfr,2014-08-16,Police traning School,
24083,etc_new_admission,2014-08-16,Police traning School,
24084,etc_currently_admitted,2014-08-16,Police traning School,
24085,etc_cum_admission,2014-08-16,Police traning School,
24086,etc_new_deaths,2014-08-16,Police traning School,
24087,etc_cum_deaths,2014-08-16,Police traning School,
24088,etc_new_discharges,2014-08-16,Police traning School,
24089,etc_cum_discharges,2014-08-16,Police traning School,
24090,cum_contacts,2014-08-16,Police traning School,
24091,cum_completed_contacts,2014-08-16,Police traning School,
24092,contacts_followed,2014-08-16,Police traning School,
24093,new_contacts,2014-08-16,Police traning School,
24094,contacts_healthy,2014-08-16,Police traning School,
24095,contacts_ill,2014-08-16,Police traning School,
24096,contacts_not_seen,2014-08-16,Police traning School,
24097,new_completed_contacts,2014-08-16,Police traning School,
24098,percent_seen,2014-08-16,Police traning School,
